Date,Time,Mode_num,Mode,Battery_V,Battery_A,Battery_W,Battery_mAh_used,Battery_Wh_used,Latitude,Longitude,EKFlat,EKFlon,DVLx,DVLy,DVLlat,DVLlon,Altitude,Depth,Depth_std,Depth_Source,Heading,Velocity_mps,Width,Area_m2,Distance,NEDz,VFR_alt
2026-05-12,09:19:02,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433765794569691,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:03,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433649160939991,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:04,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433535655874005,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:05,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433425209244955,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:06,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433317750926065,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:07,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433213210790555,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:08,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433111518711652,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:09,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.433012604562578,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:10,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.432916398216552,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
2026-05-12,09:19:11,0.0,STABILIZE,0.0,0.0,0.0,69.0,0.9444444444444444,,,,,0.0,0.0,,,0.0,-9.748008728027344,-8.432822829546799,NEDz,105.147053479627,0.1361013799905777,0.0,0.0,0.0,9.748008728027344,0.0
