"SU","transect","min","Date","Time","Mode_num","Mode","V","A","W","log_W","Ah","mAh","Wh","Latitude","Longitude","EKFlat","EKFlon","DVLx","DVLy","DVLlat","DVLlon","Altitude","Depth","Depth_std","Depth_Source","Heading","Velocity_mps","Width","Area_m2","Distance","NEDz","VFR_alt"
1851,"0",30.85,"2026-05-12","09:48:34",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.684,19684,254.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,13.3599996566772,-0.157467812299728,-12.0469096627237,"NEDz",103.753510473837,0.348702400922775,23.278787280574,391.11183297478,0,0.157467812299728,0
1852,"0",30.87,"2026-05-12","09:48:35",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.684,19684,254.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,13.3599996566772,-0.157467812299728,-12.0467659894278,"NEDz",103.753510473837,0.348702400922775,23.278787280574,391.11183297478,0,0.157467812299728,0
1853,"0",30.88,"2026-05-12","09:48:36",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.684,19684,254.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2666229047701,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1854,"0",30.9,"2026-05-12","09:48:37",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.684,19684,254.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2664799473041,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1855,"0",30.92,"2026-05-12","09:48:38",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.684,19684,254.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2663374566696,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1856,"0",30.93,"2026-05-12","09:48:39",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.684,19684,254.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2661955054779,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1857,"0",30.95,"2026-05-12","09:48:40",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.26605416634,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1858,"0",30.97,"2026-05-12","09:48:41",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.265913511867,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1859,"0",30.98,"2026-05-12","09:48:42",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2657736146701,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1860,"0",31,"2026-05-12","09:48:43",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2656345473604,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1861,"0",31.02,"2026-05-12","09:48:44",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2654963825489,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1862,"0",31.03,"2026-05-12","09:48:46",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2652230508654,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1863,"0",31.05,"2026-05-12","09:48:47",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2650880292156,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1864,"0",31.07,"2026-05-12","09:48:48",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2649542005085,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1865,"0",31.08,"2026-05-12","09:48:49",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2648216373553,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1866,"0",31.1,"2026-05-12","09:48:50",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2646904123671,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1867,"0",31.12,"2026-05-12","09:48:51",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.264560598155,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1868,"0",31.13,"2026-05-12","09:48:52",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2644322673302,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1869,"0",31.15,"2026-05-12","09:48:53",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2643054925037,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1870,"0",31.17,"2026-05-12","09:48:54",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2641803462866,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1871,"0",31.18,"2026-05-12","09:48:55",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2640569012902,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1872,"0",31.2,"2026-05-12","09:48:56",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2639352301254,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1873,"0",31.22,"2026-05-12","09:48:57",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2638154054035,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1874,"0",31.23,"2026-05-12","09:48:58",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2636974997355,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1875,"0",31.25,"2026-05-12","09:48:59",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2635815857326,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1876,"0",31.27,"2026-05-12","09:49:00",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2634677360058,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1877,"0",31.28,"2026-05-12","09:49:01",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.26335600607,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1878,"0",31.3,"2026-05-12","09:49:02",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.263246383055,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1879,"0",31.32,"2026-05-12","09:49:03",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2631388369944,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1880,"0",31.33,"2026-05-12","09:49:04",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2630333379215,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1881,"0",31.35,"2026-05-12","09:49:05",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2629298558698,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1882,"0",31.37,"2026-05-12","09:49:06",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.262828360873,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1883,"0",31.38,"2026-05-12","09:49:07",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2627288229644,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1884,"0",31.4,"2026-05-12","09:49:08",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2626312121777,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1885,"0",31.42,"2026-05-12","09:49:09",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2625354985462,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1886,"0",31.43,"2026-05-12","09:49:10",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2624416521035,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1887,"0",31.45,"2026-05-12","09:49:11",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.262349642883,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1888,"0",31.47,"2026-05-12","09:49:12",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2622594409184,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1889,"0",31.48,"2026-05-12","09:49:13",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.262171016243,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1890,"0",31.5,"2026-05-12","09:49:14",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2620843388905,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1891,"0",31.52,"2026-05-12","09:49:15",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2619993788942,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1892,"0",31.53,"2026-05-12","09:49:16",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2619161062876,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1893,"0",31.55,"2026-05-12","09:49:17",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2618344911044,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1894,"0",31.57,"2026-05-12","09:49:18",19,"MANUAL",13.602,3.03,41.21406,1.6254571230808,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2617545033779,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1895,"0",31.58,"2026-05-12","09:49:19",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2616761131417,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1896,"0",31.6,"2026-05-12","09:49:20",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2615992904293,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1897,"0",31.62,"2026-05-12","09:49:21",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2615240052742,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1898,"0",31.63,"2026-05-12","09:49:22",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2614502277098,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1899,"0",31.65,"2026-05-12","09:49:23",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2613779277698,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1900,"0",31.67,"2026-05-12","09:49:24",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2613070754875,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1901,"0",31.68,"2026-05-12","09:49:25",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2612376408964,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1902,"0",31.7,"2026-05-12","09:49:26",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,12.5799999237061,-0.157467812299728,-11.2611695940302,"NEDz",103.753510473837,0.348702400922775,21.9196968367605,346.776244186832,0,0.157467812299728,0
1903,"0",31.72,"2026-05-12","09:49:27",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31889701878386,"NEDz",103.753510473837,0.348702400922775,0,0,0,0.157467812299728,0
1904,"0",31.73,"2026-05-12","09:49:28",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31896238010006,"NEDz",103.753510473837,0.348702400922775,0,0,0,0.157467812299728,0
1905,"0",31.75,"2026-05-12","09:49:29",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31902644359099,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1906,"0",31.77,"2026-05-12","09:49:30",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31908923922315,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1907,"0",31.78,"2026-05-12","09:49:31",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31915079696303,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1908,"0",31.8,"2026-05-12","09:49:32",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31921114677714,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1909,"0",31.82,"2026-05-12","09:49:33",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31927031863198,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1910,"0",31.83,"2026-05-12","09:49:34",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31932834249404,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1911,"0",31.85,"2026-05-12","09:49:35",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31938524832984,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1912,"0",31.87,"2026-05-12","09:49:36",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31944106610586,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1913,"0",31.88,"2026-05-12","09:49:37",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31949582578861,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1914,"0",31.9,"2026-05-12","09:49:38",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.3195495573446,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1915,"0",31.92,"2026-05-12","09:49:39",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31960229074031,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1916,"0",31.93,"2026-05-12","09:49:40",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31965405594226,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1917,"0",31.95,"2026-05-12","09:49:41",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31970488291693,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1918,"0",31.97,"2026-05-12","09:49:42",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31975480163084,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1919,"0",31.98,"2026-05-12","09:49:43",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31980384205048,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1920,"0",32,"2026-05-12","09:49:44",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31985203414235,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1921,"0",32.02,"2026-05-12","09:49:45",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31989940787296,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1922,"0",32.03,"2026-05-12","09:49:46",19,"MANUAL",13.374,15.13,202.34862,2.30824122946537,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31994599320879,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1923,"0",32.05,"2026-05-12","09:49:47",19,"MANUAL",13.4925,9.085,121.86303,2.0894212215163,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.31999182011637,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1924,"0",32.07,"2026-05-12","09:49:48",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.32003691856217,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1925,"0",32.08,"2026-05-12","09:49:49",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.32008131851271,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1926,"0",32.1,"2026-05-12","09:49:50",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.32012504993449,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1927,"0",32.12,"2026-05-12","09:49:51",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.320168142794,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1928,"0",32.13,"2026-05-12","09:49:52",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.32021062705775,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1929,"0",32.15,"2026-05-12","09:49:53",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.32025253269223,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1930,"0",32.17,"2026-05-12","09:49:54",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.32029388966395,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1931,"0",32.18,"2026-05-12","09:49:55",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.32033472793941,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
1932,"0",32.2,"2026-05-12","09:49:56",19,"MANUAL",13.611,3.04,41.37744,1.62713471765428,19.909,19909,257.25,NA,NA,NA,NA,10.7535617351532,-3.68436676263809,NA,NA,0,-0.157467812299728,1.3203750774851,"NEDz",341.655974823442,0.348702400922775,0,0,0,0.157467812299728,0
